,Name,Psychometrics,Presentation,Date,Location
6,PATRICE MILHENCH,55/100,23/32,2019/12/12,Birmingham Academy
7,SOLLY REEK,55/100,22/32,2019/12/12,Birmingham Academy
8,DAMIAN BRIMBLECOMBE,41/100,19/32,2019/12/12,Birmingham Academy
9,FAWNE KEEN,58/100,22/32,2019/12/12,Birmingham Academy
10,ABRAN HAWSON,47/100,13/32,2019/12/12,Birmingham Academy
11,JACQUELYNN SAVIN,53/100,23/32,2019/12/12,Birmingham Academy
12,MATTHEW TUMILSON,54/100,20/32,2019/12/12,Birmingham Academy
13,BRIDGETTE ANTOS,65/100,26/32,2019/12/12,Birmingham Academy
14,LESLIE LOCHHEAD,41/100,20/32,2019/12/12,Birmingham Academy
15,CHET BEAN,58/100,19/32,2019/12/12,Birmingham Academy
16,KATHRYN STURE,54/100,17/32,2019/12/12,Birmingham Academy
17,GERRIE DOMENGET,66/100,16/32,2019/12/12,Birmingham Academy
18,GENOVERA MATTEK,54/100,21/32,2019/12/12,Birmingham Academy
19,DAWN PETLYURA,65/100,15/32,2019/12/12,Birmingham Academy
20,ERYN LICENCE,57/100,17/32,2019/12/12,Birmingham Academy
21,LEMAR KINGSNOD,45/100,26/32,2019/12/12,Birmingham Academy
22,GAULTIERO VELDSTRA,40/100,23/32,2019/12/12,Birmingham Academy
23,BRANDTR RODELL,60/100,14/32,2019/12/12,Birmingham Academy
24,JORDAN CRISTOFORETTI,56/100,21/32,2019/12/12,Birmingham Academy
25,CHAIM INSEAL,57/100,22/32,2019/12/12,Birmingham Academy
0,WILFRID WARDE,42/100,16/32,2019/02/12,London Academy
1,WASH RICHARDES,60/100,16/32,2019/02/12,London Academy
2,REDD JURGES,64/100,19/32,2019/02/12,London Academy
3,TOMMY EVANS,61/100,21/32,2019/02/12,London Academy
4,STEPHANUS KENWOOD,58/100,18/32,2019/02/12,London Academy
5,SIWARD LUTEN,45/100,21/32,2019/02/12,London Academy
6,ADRIA ZORRO,57/100,23/32,2019/02/12,London Academy
7,AUDRE THOMERSON,58/100,19/32,2019/02/12,London Academy
8,IRVIN CLAYHILL,55/100,14/32,2019/02/12,London Academy
9,DARCIE BALDETTI,47/100,15/32,2019/02/12,London Academy
10,KIZZEE TOYNE,49/100,18/32,2019/02/12,London Academy
11,ROBBIN DUCHESNE,59/100,15/32,2019/02/12,London Academy
12,GERTRUD NIND,53/100,23/32,2019/02/12,London Academy
13,ALOIN ASHMENT,54/100,19/32,2019/02/12,London Academy
14,SOPHIE BOSSE,59/100,18/32,2019/02/12,London Academy
15,YEVETTE RIMBAULT,49/100,15/32,2019/02/12,London Academy
16,DINA DURBYN,59/100,23/32,2019/02/12,London Academy
17,SKELLY BHAR,48/100,21/32,2019/02/12,London Academy
18,KENN WOOLNER,48/100,21/32,2019/02/12,London Academy
19,LEONHARD SOGG,68/100,16/32,2019/02/12,London Academy
20,TABITHA VOWDON,58/100,23/32,2019/02/12,London Academy
21,INNA KIDMAN,63/100,25/32,2019/02/12,London Academy
22,RANDI LEBOURN,60/100,18/32,2019/02/12,London Academy
23,ARMSTRONG HURSTHOUSE,44/100,14/32,2019/02/12,London Academy
24,KIEL MCMULLEN,50/100,20/32,2019/02/12,London Academy
25,VAIL NOEN,54/100,16/32,2019/02/12,London Academy
26,DUKEY PADDEMORE,51/100,17/32,2019/02/12,London Academy
27,AUBERT GREALLY,53/100,21/32,2019/02/12,London Academy
28,MANYA AJSIK,54/100,19/32,2019/02/12,London Academy
29,ERVIN JERCHE,53/100,22/32,2019/02/12,London Academy
30,ALLYN MCCRUM,61/100,15/32,2019/02/12,London Academy
0,SINCLAIR BREISSAN,60/100,19/32,2019/06/12,London Academy
1,JEANETTE WANKEL,67/100,19/32,2019/06/12,London Academy
2,JEHU VAN ARSDALL,52/100,14/32,2019/06/12,London Academy
3,HADRIAN CORNAU,49/100,22/32,2019/06/12,London Academy
4,ABRAN ODAMS,58/100,24/32,2019/06/12,London Academy
5,JEANNE BRAYNE,65/100,18/32,2019/06/12,London Academy
6,CAMEL MIGUET,63/100,18/32,2019/06/12,London Academy
7,ZEB TIPPINGS,57/100,17/32,2019/06/12,London Academy
8,DORENE FRANSCHINI,54/100,19/32,2019/06/12,London Academy
9,CALE DE QUESNE,42/100,24/32,2019/06/12,London Academy
10,CHARMAIN DIBEN,50/100,24/32,2019/06/12,London Academy
11,CONSOLATA MAUDLEN,51/100,13/32,2019/06/12,London Academy
12,MUHAMMAD PERCY,58/100,20/32,2019/06/12,London Academy
13,PHINEAS FILSHIN,57/100,25/32,2019/06/12,London Academy
14,WESTBROOK PAYNTON,63/100,18/32,2019/06/12,London Academy
15,ABBOTT YEA,54/100,15/32,2019/06/12,London Academy
16,OPALINE GAMMON,56/100,20/32,2019/06/12,London Academy
17,BIDGET MACARTHUR,59/100,22/32,2019/06/12,London Academy
18,ANDRIS BRADLEY,60/100,21/32,2019/06/12,London Academy
19,PADGETT CRENNAN,58/100,19/32,2019/06/12,London Academy
20,KIMMI EDGECUMBE,53/100,23/32,2019/06/12,London Academy
21,ORTON BORER,54/100,16/32,2019/06/12,London Academy
22,ALIKEE SAWOOD,55/100,20/32,2019/06/12,London Academy
23,JULI RULER,59/100,20/32,2019/06/12,London Academy
24,JACQUELYNN BANASIAK,54/100,27/32,2019/06/12,London Academy
25,COSIMO LABRAM,60/100,22/32,2019/06/12,London Academy
26,SILVESTER ONDRA,55/100,18/32,2019/06/12,London Academy
27,WINNA LEMMERTZ,57/100,22/32,2019/06/12,London Academy
28,CECIL KENNEWELL,47/100,22/32,2019/06/12,London Academy
29,TANA CULLINANE,54/100,17/32,2019/06/12,London Academy
0,EIMILE PINCOTT,54/100,19/32,2019/03/12,London Academy
1,KIELE LETFORD,54/100,24/32,2019/03/12,London Academy
2,HARRISON MACNAMEE,59/100,17/32,2019/03/12,London Academy
3,DOLPH JOBBINS,41/100,17/32,2019/03/12,London Academy
4,ANGELINE REWBOTTOM,58/100,23/32,2019/03/12,London Academy
5,TONIA OAKES,58/100,21/32,2019/03/12,London Academy
6,DOTI BOTHRAM,37/100,19/32,2019/03/12,London Academy
7,JENIECE PETTY,64/100,20/32,2019/03/12,London Academy
8,TILDI DALLICOAT,60/100,24/32,2019/03/12,London Academy
9,LISHA KEAVENY,55/100,16/32,2019/03/12,London Academy
10,INESSA MCCURTIN,52/100,23/32,2019/03/12,London Academy
11,XERXES DOBROWLSKI,56/100,23/32,2019/03/12,London Academy
12,KEEFER CARUS,45/100,23/32,2019/03/12,London Academy
13,LOTTE WITHEROP,59/100,24/32,2019/03/12,London Academy
14,BETTEANN BRIDGELAND,69/100,22/32,2019/03/12,London Academy
15,ROXANNA RASHLEIGH,57/100,17/32,2019/03/12,London Academy
16,AYMER RANDALES,44/100,24/32,2019/03/12,London Academy
17,GARTH MESSAGER,51/100,22/32,2019/03/12,London Academy
18,EUGENIE INNOCENTI,57/100,19/32,2019/03/12,London Academy
19,DORALYNNE TORRICINA,50/100,26/32,2019/03/12,London Academy
20,FOWLER CREWDSON,66/100,22/32,2019/03/12,London Academy
21,BELLA TARBOX,61/100,22/32,2019/03/12,London Academy
22,NORRI WYBERN,46/100,19/32,2019/03/12,London Academy
23,CELLO DURRAND,56/100,19/32,2019/03/12,London Academy
24,L;URETTE DAVELEY,63/100,22/32,2019/03/12,London Academy
0,MORLEY BATTELL,65/100,20/32,2019/11/12,London Academy
1,SIDNEE HOLLOWS,51/100,17/32,2019/11/12,London Academy
2,AMALEE TOMKIN,49/100,19/32,2019/11/12,London Academy
3,PEARLA TRIGWELL,49/100,17/32,2019/11/12,London Academy
4,SIM BAUDAINS,53/100,16/32,2019/11/12,London Academy
5,HALLIE BENTKE,49/100,22/32,2019/11/12,London Academy
6,HEIDIE ZANETTO,53/100,19/32,2019/11/12,London Academy
7,MADISON GETCH,59/100,18/32,2019/11/12,London Academy
8,MURVYN AERS,53/100,17/32,2019/11/12,London Academy
9,SELMA O'BROGANE,52/100,21/32,2019/11/12,London Academy
10,MURRAY ARMFIRLD,56/100,19/32,2019/11/12,London Academy
11,LUCIAS HAGGARTY,63/100,21/32,2019/11/12,London Academy
12,LUDVIG LA GRANGE,55/100,15/32,2019/11/12,London Academy
13,JAYME LIEBER,55/100,19/32,2019/11/12,London Academy
14,TIMMIE KNUDSEN,55/100,19/32,2019/11/12,London Academy
15,EVITA GISBY,55/100,21/32,2019/11/12,London Academy
16,KIRSTENI LOREN,54/100,22/32,2019/11/12,London Academy
17,LEICESTER BANKER,52/100,21/32,2019/11/12,London Academy
18,KELLI TWIDDELL,69/100,24/32,2019/11/12,London Academy
19,RACHELLE DREGAN,56/100,13/32,2019/11/12,London Academy
20,NIVEN COOLING,60/100,19/32,2019/11/12,London Academy
21,ANTHIATHIA BROAD,60/100,20/32,2019/11/12,London Academy
22,SUSANNAH BENGOUGH,63/100,26/32,2019/11/12,London Academy
23,ANATOLE BURSTON,52/100,21/32,2019/11/12,London Academy
24,VERONICA PETROFF,52/100,17/32,2019/11/12,London Academy
25,WENONAH RELPH,40/100,19/32,2019/11/12,London Academy
0,BAIRD REYNOOLLDS,58/100,19/32,2019/09/12,Birmingham Academy
1,HI MATHERSON,42/100,23/32,2019/09/12,Birmingham Academy
2,FERNANDO HOWCHIN,54/100,16/32,2019/09/12,Birmingham Academy
3,PATEN BARTELLI,52/100,14/32,2019/09/12,Birmingham Academy
4,BARTON HARPIN,56/100,20/32,2019/09/12,Birmingham Academy
5,TOINETTE PFLIEGER,41/100,21/32,2019/09/12,Birmingham Academy
6,AMOS STOWGILL,42/100,20/32,2019/09/12,Birmingham Academy
7,MATELDA CHASTENET,51/100,23/32,2019/09/12,Birmingham Academy
8,SHAMUS ATTENBARROW,53/100,22/32,2019/09/12,Birmingham Academy
9,WALD LYNES,55/100,13/32,2019/09/12,Birmingham Academy
10,LORIA MENLOW,57/100,20/32,2019/09/12,Birmingham Academy
11,GARWOOD MCMEEKIN,48/100,16/32,2019/09/12,Birmingham Academy
12,KEARNEY CERIE,48/100,19/32,2019/09/12,Birmingham Academy
13,DORINE ERRICKER,49/100,20/32,2019/09/12,Birmingham Academy
14,MILLICENT BUCHANAN,59/100,23/32,2019/09/12,Birmingham Academy
15,CLAUDETTE DE CARLO,48/100,15/32,2019/09/12,Birmingham Academy
16,CHEVALIER EYKELBOSCH,54/100,17/32,2019/09/12,Birmingham Academy
17,PENNY TRATHEN,51/100,17/32,2019/09/12,Birmingham Academy
18,JENN BLITZ,57/100,23/32,2019/09/12,Birmingham Academy
19,TRENT SOUTHWICK,56/100,21/32,2019/09/12,Birmingham Academy
20,ELIZABET SANBROKE,60/100,20/32,2019/09/12,Birmingham Academy
21,OFELLA SHELMARDINE,58/100,18/32,2019/09/12,Birmingham Academy
22,VASILI CARTLEDGE,57/100,15/32,2019/09/12,Birmingham Academy
23,MAUDE ITHELL,52/100,18/32,2019/09/12,Birmingham Academy
24,SARAANN ELCOMBE,50/100,19/32,2019/09/12,Birmingham Academy
25,VEVAY FEIRN,54/100,25/32,2019/09/12,Birmingham Academy
26,MONTY GORRIESSEN,51/100,22/32,2019/09/12,Birmingham Academy
27,VACLAV PIETESCH,61/100,27/32,2019/09/12,Birmingham Academy
28,MERCIE GROGER,43/100,24/32,2019/09/12,Birmingham Academy
0,CLEM WOODYEARE,39/100,16/32,2019/08/13,London Academy
1,WESLEY TOLERTON,59/100,19/32,2019/08/13,London Academy
2,CORNIE LOMATH,45/100,22/32,2019/08/13,London Academy
3,SAUNCHO AVESON,58/100,30/32,2019/08/13,London Academy
4,LEONORE PETTIFORD,62/100,21/32,2019/08/13,London Academy
5,LY FERRO,54/100,21/32,2019/08/13,London Academy
6,PAMELINA ITZKOVSKY,58/100,19/32,2019/08/13,London Academy
7,GALE QUARTLEY,62/100,20/32,2019/08/13,London Academy
8,MERELL TREMMIL,67/100,20/32,2019/08/13,London Academy
9,ILARIO YEATES,53/100,24/32,2019/08/13,London Academy
10,HEWETT LAMPUTT,54/100,21/32,2019/08/13,London Academy
11,DEBBY HADIGATE,48/100,20/32,2019/08/13,London Academy
12,DERK ANDRESS,64/100,19/32,2019/08/13,London Academy
13,CHUCHO GALFOUR,56/100,19/32,2019/08/13,London Academy
14,ORLAND GLAISNER,54/100,24/32,2019/08/13,London Academy
15,LEDA AHARONI,59/100,18/32,2019/08/13,London Academy
16,AMITY PANCAST,46/100,17/32,2019/08/13,London Academy
17,URBANO REINISCH,55/100,21/32,2019/08/13,London Academy
18,LAMOND LEVENSKY,68/100,22/32,2019/08/13,London Academy
19,BALDUIN CULLETON,52/100,18/32,2019/08/13,London Academy
20,OLIY ELLAR,56/100,25/32,2019/08/13,London Academy
21,NIAL ORET,58/100,25/32,2019/08/13,London Academy
22,RENAULT ROCKELL,45/100,23/32,2019/08/13,London Academy
23,CHRISTIAN BINGLEY,59/100,19/32,2019/08/13,London Academy
0,CAMERON GLEAVES,53/100,17/32,2019/02/13,London Academy
1,NAOMI SHORTT,56/100,20/32,2019/02/13,London Academy
2,SHERLOCK SIBLEY,51/100,23/32,2019/02/13,London Academy
3,JOSEFINA VEILLARD,46/100,18/32,2019/02/13,London Academy
4,LANE MYRKUS,52/100,21/32,2019/02/13,London Academy
5,TADEO HOURIGAN,55/100,14/32,2019/02/13,London Academy
6,DOROTHEE SALMOND,40/100,25/32,2019/02/13,London Academy
7,ANTONIA MACKAIG,53/100,23/32,2019/02/13,London Academy
8,ERAN CICCI,46/100,17/32,2019/02/13,London Academy
9,BERYLE D'ANTONIO,65/100,18/32,2019/02/13,London Academy
10,HERMIONE TUME,48/100,17/32,2019/02/13,London Academy
11,ARDA DISBROW,51/100,22/32,2019/02/13,London Academy
12,TULLEY HINDRICH,49/100,18/32,2019/02/13,London Academy
13,DIONYSUS GARTER,66/100,22/32,2019/02/13,London Academy
14,JERE JORDINE,51/100,20/32,2019/02/13,London Academy
15,HERMINIA BRETTEL,57/100,22/32,2019/02/13,London Academy
16,OBADIAH HEGLEY,47/100,20/32,2019/02/13,London Academy
17,GANNIE LAMBERTESCHI,67/100,18/32,2019/02/13,London Academy
18,HILDAGARDE CHURCHLOW,62/100,23/32,2019/02/13,London Academy
19,BRENA CREEBER,53/100,22/32,2019/02/13,London Academy
20,LILLLIE KUN,61/100,20/32,2019/02/13,London Academy
21,VALE TREVARTHEN,52/100,18/32,2019/02/13,London Academy
22,FABIAN EXELL,60/100,25/32,2019/02/13,London Academy
23,ALESSANDRA KROLLMANN,57/100,16/32,2019/02/13,London Academy
24,SHURLOCKE HELMKE,45/100,20/32,2019/02/13,London Academy
25,EL DURANTE,53/100,21/32,2019/02/13,London Academy
26,BENEDICK ARNHOLD,62/100,16/32,2019/02/13,London Academy
27,LUCE MIDDEN,60/100,23/32,2019/02/13,London Academy
28,AMOS VASNEV,50/100,19/32,2019/02/13,London Academy
29,SILVESTER CALLER,61/100,19/32,2019/02/13,London Academy
30,PHILLIS MELIN,58/100,26/32,2019/02/13,London Academy
31,ULRIC MORDIN,46/100,23/32,2019/02/13,London Academy
0,LENNA DAULBY,58/100,24/32,2019/06/13,Birmingham Academy
1,ESDRAS PIRES,50/100,19/32,2019/06/13,Birmingham Academy
2,GIANNI DECROIX,46/100,22/32,2019/06/13,Birmingham Academy
3,SALIM EDMUNDSON,52/100,26/32,2019/06/13,Birmingham Academy
4,VANIA INGRAY,53/100,25/32,2019/06/13,Birmingham Academy
5,BRIANO NISSLE,59/100,16/32,2019/06/13,Birmingham Academy
6,VALERYE HOBBING,45/100,16/32,2019/06/13,Birmingham Academy
7,BUNNY BARNS,54/100,21/32,2019/06/13,Birmingham Academy
8,MELLI RICHARDET,48/100,17/32,2019/06/13,Birmingham Academy
9,GUIDO LASSELLS,60/100,23/32,2019/06/13,Birmingham Academy
10,WALDEN LAVELLE,51/100,14/32,2019/06/13,Birmingham Academy
11,AUDRYE WALKINGSHAW,54/100,18/32,2019/06/13,Birmingham Academy
12,PACE RAINE,41/100,15/32,2019/06/13,Birmingham Academy
13,STAFFARD LOAD,59/100,16/32,2019/06/13,Birmingham Academy
14,DAREN HOUSON,52/100,18/32,2019/06/13,Birmingham Academy
15,WILLI GOULSTON,44/100,15/32,2019/06/13,Birmingham Academy
16,ARETHA ROSENBOIM,58/100,13/32,2019/06/13,Birmingham Academy
17,GERIANNE CHRISTOFOROU,50/100,25/32,2019/06/13,Birmingham Academy
18,ADAH FOST,53/100,20/32,2019/06/13,Birmingham Academy
19,ALISTAIR MCCARTNEY,52/100,14/32,2019/06/13,Birmingham Academy
20,PALMER SNADDIN,58/100,24/32,2019/06/13,Birmingham Academy
21,KETTIE LUFKIN,49/100,18/32,2019/06/13,Birmingham Academy
22,DACY POCOCKE,54/100,19/32,2019/06/13,Birmingham Academy
0,ROSELIA TANSWELL,62/100,16/32,2019/03/13,London Academy
1,STEFAN INSLEY,57/100,25/32,2019/03/13,London Academy
2,DOROTHEE WILLACOT,47/100,25/32,2019/03/13,London Academy
3,DELMORE O'LOINN,53/100,21/32,2019/03/13,London Academy
4,LAURAL O'TEAGUE,50/100,19/32,2019/03/13,London Academy
5,LYNDSIE BAILLES,58/100,22/32,2019/03/13,London Academy
6,CASSONDRA TRIPLET,62/100,28/32,2019/03/13,London Academy
7,UMEKO SYDALL,53/100,19/32,2019/03/13,London Academy
8,CRAWFORD DUGOOD,48/100,20/32,2019/03/13,London Academy
9,DAMARIS VALLANCE,60/100,20/32,2019/03/13,London Academy
10,ELSA BIRRANE,53/100,13/32,2019/03/13,London Academy
11,VELVET GHIOTTO,47/100,19/32,2019/03/13,London Academy
12,ANTONI SPARHAWK,57/100,21/32,2019/03/13,London Academy
13,PEIRCE MACGRAY,39/100,23/32,2019/03/13,London Academy
14,CLARABELLE DYKINS,45/100,17/32,2019/03/13,London Academy
15,KARINA ANDREJEVIC,63/100,25/32,2019/03/13,London Academy
16,KAYLIL GISSING,57/100,20/32,2019/03/13,London Academy
17,GABBY NEILSON,55/100,17/32,2019/03/13,London Academy
18,ANTON ISAACS,68/100,22/32,2019/03/13,London Academy
19,WINNE KELLOCH,62/100,24/32,2019/03/13,London Academy
20,JETH VASILYONOK,47/100,17/32,2019/03/13,London Academy
21,ALLENE HAND,56/100,19/32,2019/03/13,London Academy
22,ELFRIDA ENDEN,55/100,19/32,2019/03/13,London Academy
23,RUSTIE CORMODE,54/100,21/32,2019/03/13,London Academy
24,DES TOMOVIC,55/100,21/32,2019/03/13,London Academy
25,STERN ASHFULL,55/100,22/32,2019/03/13,London Academy
26,STEPHAN ETCHINGHAM,48/100,21/32,2019/03/13,London Academy
27,JEFFY DUDDING,54/100,22/32,2019/03/13,London Academy
28,MAURINE VEDENYAKIN,51/100,20/32,2019/03/13,London Academy
0,GABBEY CAESMAN,61/100,18/32,2019/11/13,London Academy
1,CONNY SAMMS,64/100,17/32,2019/11/13,London Academy
2,MONAH BRIMMACOMBE,54/100,19/32,2019/11/13,London Academy
3,GASPAR MOIR,64/100,26/32,2019/11/13,London Academy
4,JON MCMENAMY,57/100,15/32,2019/11/13,London Academy
5,CHRISTA TROUGHTON,56/100,18/32,2019/11/13,London Academy
6,EMMALEE PEAPLE,56/100,22/32,2019/11/13,London Academy
7,ELVYN LYBURN,67/100,13/32,2019/11/13,London Academy
8,MANFRED DMITROVIC,37/100,11/32,2019/11/13,London Academy
9,INGAMAR MACKRELL,53/100,21/32,2019/11/13,London Academy
10,JUNIE RAMMELL,57/100,22/32,2019/11/13,London Academy
11,SHAE DI RUGGIERO,63/100,21/32,2019/11/13,London Academy
12,LINNIE ESTERBROOK,49/100,16/32,2019/11/13,London Academy
13,BRANDI FENNESSY,62/100,21/32,2019/11/13,London Academy
14,TRUMANN CARILLO,50/100,21/32,2019/11/13,London Academy
15,EUNICE MARGUERITE,55/100,17/32,2019/11/13,London Academy
16,CATI NUCATOR,57/100,18/32,2019/11/13,London Academy
17,STACI FURLOW,52/100,18/32,2019/11/13,London Academy
18,HURLEIGH SEGAR,58/100,24/32,2019/11/13,London Academy
19,FAR RAPI,53/100,22/32,2019/11/13,London Academy
20,JONIE GETLEY,60/100,24/32,2019/11/13,London Academy
21,FLINT BAINE,35/100,19/32,2019/11/13,London Academy
22,ALEXANDRA BELBIN,67/100,14/32,2019/11/13,London Academy
0,COOPER INGRAHAM,54/100,22/32,2019/08/14,London Academy
1,ERASTUS MCELRATH,61/100,19/32,2019/08/14,London Academy
2,BRANDAIS ONDRA,48/100,17/32,2019/08/14,London Academy
3,VIOLET LUSCOMBE,53/100,17/32,2019/08/14,London Academy
4,THOMASINA PRANDONI,48/100,20/32,2019/08/14,London Academy
5,CHARLIE DANELUT,55/100,20/32,2019/08/14,London Academy
6,FAIRLIE COGZELL,54/100,24/32,2019/08/14,London Academy
7,ARNY COORINGTON,56/100,23/32,2019/08/14,London Academy
8,ERL HAMMOR,48/100,21/32,2019/08/14,London Academy
9,SAYRE WEBBERLEY,51/100,21/32,2019/08/14,London Academy
10,SEUMAS LEMONBY,57/100,24/32,2019/08/14,London Academy
11,ROCKEY ROBARTS,53/100,25/32,2019/08/14,London Academy
12,SHELA MCCALL,62/100,24/32,2019/08/14,London Academy
13,SONNIE MALENFANT,51/100,22/32,2019/08/14,London Academy
14,PAUL CHISLETT,53/100,21/32,2019/08/14,London Academy
15,ARCHER HOBBEN,56/100,16/32,2019/08/14,London Academy
16,MITCHEL BATES,60/100,20/32,2019/08/14,London Academy
17,DUR PLOM,56/100,24/32,2019/08/14,London Academy
18,ANGEL HULSON,56/100,23/32,2019/08/14,London Academy
19,GAYLEEN PETRU,55/100,19/32,2019/08/14,London Academy
20,WELBY WISHKAR,54/100,16/32,2019/08/14,London Academy
21,BORD OLLIN,55/100,28/32,2019/08/14,London Academy
22,ELFRIEDA BILHAM,49/100,17/32,2019/08/14,London Academy
23,KATHRYNE ATHRIDGE,48/100,20/32,2019/08/14,London Academy
24,MITCHEL BLACKESLAND,53/100,15/32,2019/08/14,London Academy
25,DARELLE MICHAL,49/100,19/32,2019/08/14,London Academy
26,RODRIGO ENDRIGHI,59/100,20/32,2019/08/14,London Academy
27,CARLYN REISIN,52/100,21/32,2019/08/14,London Academy
28,CIEL POIZER,51/100,20/32,2019/08/14,London Academy
29,MARIQUILLA COWOPE,51/100,21/32,2019/08/14,London Academy
30,JOEY MACGEFFEN,58/100,20/32,2019/08/14,London Academy
31,GRIS BRAME,55/100,16/32,2019/08/14,London Academy
0,FELICIO BETJEMAN,50/100,13/32,2019/02/14,Birmingham Academy
1,NICOLAI NUSSEY,60/100,18/32,2019/02/14,Birmingham Academy
2,SULLY ROSENBARG,62/100,17/32,2019/02/14,Birmingham Academy
3,BRANDYN MACCLINTON,59/100,24/32,2019/02/14,Birmingham Academy
4,TOBEY MABBETT,54/100,19/32,2019/02/14,Birmingham Academy
5,GERALDINE PINNOCKE,69/100,22/32,2019/02/14,Birmingham Academy
6,LANAE CHRISTOPHLE,60/100,20/32,2019/02/14,Birmingham Academy
7,BARRIE SCHRUURS,62/100,17/32,2019/02/14,Birmingham Academy
8,FAYRE SWADLINGE,55/100,20/32,2019/02/14,Birmingham Academy
9,ELORA ELLEN,64/100,16/32,2019/02/14,Birmingham Academy
10,KALIL MCPAIKE,65/100,24/32,2019/02/14,Birmingham Academy
11,GAVIN LACKEY,47/100,22/32,2019/02/14,Birmingham Academy
12,NICOL BRAGGE,60/100,24/32,2019/02/14,Birmingham Academy
13,CONNOR GEGG,52/100,20/32,2019/02/14,Birmingham Academy
14,CRISSY MCCRACKAN,53/100,13/32,2019/02/14,Birmingham Academy
15,FARAH ELY,61/100,15/32,2019/02/14,Birmingham Academy
16,VERNEY STIEGER,51/100,23/32,2019/02/14,Birmingham Academy
17,SOLLY KOLLAS,54/100,25/32,2019/02/14,Birmingham Academy
18,KIPP LE HUQUET,64/100,21/32,2019/02/14,Birmingham Academy
19,SONJA SCIBSEY,60/100,15/32,2019/02/14,Birmingham Academy
20,GABRIELLE CLAYAL,49/100,22/32,2019/02/14,Birmingham Academy
21,LEE HOULWORTH,49/100,21/32,2019/02/14,Birmingham Academy
22,EASTER RAGLESS,52/100,17/32,2019/02/14,Birmingham Academy
23,ALFONS MARCHINGTON,56/100,20/32,2019/02/14,Birmingham Academy
24,EYDIE TANTON,53/100,23/32,2019/02/14,Birmingham Academy
25,GODWIN ROLOFF,59/100,13/32,2019/02/14,Birmingham Academy
26,ZAK HAWES,62/100,18/32,2019/02/14,Birmingham Academy
27,KARNA HENKMANN,48/100,20/32,2019/02/14,Birmingham Academy
28,PATTIN NECREWS,48/100,24/32,2019/02/14,Birmingham Academy
29,SHELBA WESTNAGE,53/100,22/32,2019/02/14,Birmingham Academy
0,EDI O' FINAN,45/100,15/32,2019/03/14,Birmingham Academy
1,ANSELM MARROW,55/100,18/32,2019/03/14,Birmingham Academy
2,LORANT PESIC,49/100,26/32,2019/03/14,Birmingham Academy
3,STERN SKRZYNSKI,38/100,21/32,2019/03/14,Birmingham Academy
4,CORNELIA COWLEY,63/100,26/32,2019/03/14,Birmingham Academy
5,KEVON O'SHAVLAN,54/100,14/32,2019/03/14,Birmingham Academy
6,MICHELE GONSALVO,51/100,22/32,2019/03/14,Birmingham Academy
7,RUTHE HAMSHER,37/100,22/32,2019/03/14,Birmingham Academy
8,AVIVAH LYNAS,50/100,24/32,2019/03/14,Birmingham Academy
9,GENE PRATTY,48/100,27/32,2019/03/14,Birmingham Academy
10,JEANNETTE BAZELLE,57/100,18/32,2019/03/14,Birmingham Academy
11,BARDE MCGENEAY,51/100,24/32,2019/03/14,Birmingham Academy
12,CIRILO WORLEY,51/100,19/32,2019/03/14,Birmingham Academy
13,FRAZER TRAHMEL,57/100,19/32,2019/03/14,Birmingham Academy
0,JAQUENETTA CATONNE,60/100,28/32,2019/05/14,London Academy
1,CELLO RICIOPPO,55/100,20/32,2019/05/14,London Academy
2,BERRI COCKLIN,63/100,17/32,2019/05/14,London Academy
3,JOSHUAH POURVEER,52/100,22/32,2019/05/14,London Academy
4,TOBIE CULCHETH,62/100,17/32,2019/05/14,London Academy
5,TRICIA KIENLEIN,49/100,18/32,2019/05/14,London Academy
6,STORMIE WILLOUGHEY,49/100,15/32,2019/05/14,London Academy
7,ADENA FENKEL,45/100,22/32,2019/05/14,London Academy
8,PADRAIC LABAT,68/100,17/32,2019/05/14,London Academy
9,EMOGENE GROUVEL,56/100,19/32,2019/05/14,London Academy
10,DANICA ISBELL,64/100,24/32,2019/05/14,London Academy
11,OSGOOD MAHOOD,54/100,19/32,2019/05/14,London Academy
12,COLETTE DANNIELL,67/100,21/32,2019/05/14,London Academy
